;Full Name;Position;Weight;20-Yard Shuttle;3-Cone Drill;Athleticism Score;Broad Jump;Burst Score;40-Yard Dash;Agility Score;Catch Radius;Height-adjusted Speed Score;Assisted Tackles (2016);Assisted Tackles (2017);Assisted Tackles (2018);Assisted Tackles (2019);Assisted Tackles (2020);Forced Fumbles (2016);Forced Fumbles (2017);Forced Fumbles (2018);Forced Fumbles (2019);Forced Fumbles (2020);Fumble Recoveries (2016);Fumble Recoveries (2017);Fumble Recoveries (2018);Fumble Recoveries (2019);Fumble Recoveries (2020);Interceptions (2016);Interceptions (2017);Interceptions (2018);Interceptions (2019);Interceptions (2020);Pass Break-ups (2017);Pass Break-ups (2018);Pass Break-ups (2019);Pass Break-ups (2020);SPARQ-x;Sack Yards (2016);Sack Yards (2017);Sack Yards (2018);Sack Yards (2019);Sack Yards (2020);Sacks (2016);Sacks (2017);Sacks (2018);Sacks (2019);Sacks (2020);Snap Share (2016);Snap Share (2017);Snap Share (2018);Snap Share (2019);Snap Share (2020);Vertical Jump;Assisted Tackles Per Game (2016);Assisted Tackles Per Game (2017);Assisted Tackles Per Game (2018);Assisted Tackles Per Game (2019);Assisted Tackles Per Game (2020);Batted Passes (2016);Batted Passes (2017);Batted Passes (2018);Batted Passes (2019);Batted Passes (2020);Run Stuffs (2016);Run Stuffs (2017);Run Stuffs (2018);Run Stuffs (2019);Run Stuffs (2020);Snaps (2016);Snaps (2017);Snaps (2018);Snaps (2019);Snaps (2020);Solo Tackles (2016);Solo Tackles (2017);Solo Tackles (2018);Solo Tackles (2019);Solo Tackles (2020);Solo Tackles Per Game (2016);Solo Tackles Per Game (2017);Solo Tackles Per Game (2018);Solo Tackles Per Game (2019);Solo Tackles Per Game (2020);Tackles For Loss (2016);Tackles For Loss (2017);Tackles For Loss (2018);Tackles For Loss (2019);Tackles For Loss (2020);Total Tackles (2016);Total Tackles (2017);Total Tackles (2018);Total Tackles (2019);Total Tackles (2020);Total Tackles Per Game (2016);Total Tackles Per Game (2017);Total Tackles Per Game (2018);Total Tackles Per Game (2019);Total Tackles Per Game (2020);Age;Arm Length;BMI;Best Comparable Player (1);Best Comparable Player (2);Best Comparable Player (3);Best Comparable Player (4);Best Comparable Player (5);College;Draft Pick;Draft Year;Hand Size;Height (Inches);Team
108;Eric Reid;S;213 lbs;4,22;6,99;104,0;134,0;135,9;4,53;11,21;10,3;101,2;15,0;17,0;20,0;39,0;;1,0;0,0;0,0;1,0;;0,0;1,0;0,0;2,0;;1,0;2,0;1,0;0,0;;0,0;0,0;0,0;;118,1;0,0;0,0;6,0;15,0;;0,0;0,0;1,0;4,0;;100.0%;;95.3%;100.0%;;40,5;1,5;1,3;1,5;2,4;;0,0;2,0;4,0;6,0;;0,0;1,0;2,0;3,0;;737,0;0,0;772,0;1048,0;;47,0;48,0;49,0;90,0;;4,7;3,7;3,8;5,6;;0,0;3,0;2,0;3,0;;62,0;65,0;69,0;129,0;;6,2;5,0;5,3;8,1;;29,2;33 4/7;28,1;T.J. McDonald;Doug Middleton;Ryan Murphy;Kai Nacua;Marwin Evans;LSU;1.18;2013;10    ;73;
109;Eric Rowe;S;205 lbs;3,97;6,7;105,0;125,0;128,8;4,45;10,67;10,37;;;;;;;;;;;;;;;;;1,0;0,0;0,0;0,0;0,0;1,0;2,0;9,0;6,0;131,1;;;;;;;;;;;82.4%;25.1%;25.9%;42.8%;26.2%;39,0;;;;;;;;;;;;;;;;;228,0;135,0;430,0;260,0;;;;;;;;;;;;;;;;;;;;;;;;;;28,5;31 1/2;27,0;Antonio Cromartie;Sean Davis;Darrelle Revis;Dwayne Gratz;Craig Mager;Utah;2.15;2015;9 1/2;73;Miami Dolphins
110;Eric Weddle;S;203 lbs;4,12;6,78;99,3;113,0;113,5;4,48;10,9;10,0;100,8;43,0;15,0;19,0;51,0;;1,0;2,0;0,0;0,0;;0,0;1,0;0,0;0,0;;4,0;6,0;0,0;0,0;;0,0;0,0;20,0;;105,3;5,0;7,0;9,0;0,0;;5,0;1,0;1,0;0,0;;100.0%;;100.0%;99.1%;;33,5;2,7;0,9;1,3;3,2;;0,0;2,0;3,0;4,0;;0,0;2,0;1,0;0,0;;1032,0;0,0;917,0;1057,0;;46,0;48,0;49,0;57,0;;2,9;3,0;3,3;3,6;;0,0;3,0;1,0;0,0;;89,0;63,0;68,0;108,0;;5,6;3,9;4,5;6,8;;36,1;;28,3;Earl Thomas;Budda Baker;Xavier Woods;Patrick Chung;Marcus Maye;Utah;2.05;2007;;71;
111;Erik Harris;S;226 lbs;4,48;6,96;99,9;110,0;108,6;4,62;11,44;9,83;99,2;0,0;0,0;13,0;14,0;18,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;3,0;0,0;0,0;0,0;0,0;0,0;108,2;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;49.4%;100.0%;78.4%;31,5;;;0,9;0,9;1,4;0,0;;5,0;6,0;5,0;0,0;0,0;2,0;0,0;1,0;0,0;0,0;849,0;907,0;834,0;0,0;0,0;30,0;51,0;38,0;;;2,1;3,4;2,9;0,0;0,0;2,0;1,0;1,0;0,0;0,0;43,0;65,0;56,0;;;3,1;4,3;4,3;30,8;;29,0;Dexter McCoil;Kam Chancellor;Jayron Kearse;Daimion Stafford;Ronald Martin;California (PA);Undrafted;2012;;74;Las Vegas Raiders
112;Evan Worthington;S;212 lbs;4,37;7,07;97,0;121,0;117,5;4,63;11,44;9,94;92,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,4;32 3/4;27,2;Jordan Whitehead;Jamal Carter;Corey Moore;Tyson Graham;Tray Matthews;Colorado;Undrafted;2019;9 1/2;74;
113;Fish Smithson;S;201 lbs;4,37;7,12;100,2;112,0;118,1;4,6;11,49;9,83;89,8;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;104,0;0,0;;;;;0,0;0,0;;;;;;;;;36,5;;;;;;0,0;;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;26,9;30 7/8;28,8;Demetrious Cox;Tedric Thompson;Andrew Adams;Rickey Jefferson;Calvin Pryor;Kansas;Undrafted;2017;9 5/8;70;
114;Geno Stone;S;207 lbs;;;;116,0;115,0;4,62;;;90,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21,8;29 1/4;29,7;Andrew Adams;Jadar Johnson;Calvin Pryor;Antone Exum;Rolan Milligan;Iowa;7.05;2020;9 1/8;70;Baltimore Ravens
115;George Iloka;S;225 lbs;4,03;7,03;99,9;124,0;120,7;4,6;11,06;10,26;100,5;27,0;26,0;2,0;;1,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;;0,0;3,0;1,0;0,0;;0,0;0,0;0,0;;0,0;121,8;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;;0,0;100.0%;;34.7%;;69.4%;34,5;1,7;1,6;0,4;;1,0;0,0;4,0;0,0;;0,0;0,0;4,0;0,0;;0,0;1050,0;0,0;303,0;;62,0;46,0;53,0;9,0;;4,0;2,9;3,3;1,8;;4,0;1,0;4,0;0,0;;0,0;73,0;79,0;11,0;;5,0;4,6;4,9;2,2;;5,0;30,8;34 1/2;27,4;Bernard Pollard;Brynden Trawick;Justin Currie;Clayton Geathers;Barry Church;Boise State;5.32;2012;9 5/8;76;Minnesota Vikings
116;George Odum;S;201 lbs;4,19;7,0;98,5;118,0;116,0;4,5;11,19;10,02;98,0;;;;7,0;1,0;;;;2,0;1,0;;;;1,0;0,0;;;;0,0;0,0;;;0,0;0,0;119,0;;;;6,0;0,0;;;;0,5;0,0;;;;33.0%;3.3%;33,5;;;;0,6;0,5;;;;0,0;0,0;;;;0,0;0,0;;;;755,0;123,0;;;;24,0;0,0;;;;2,0;0,0;;;;0,0;0,0;;;;31,0;1,0;;;;2,6;0,5;27,2;32 3/8;26,5;Nate Allen;Marcus Maye;Kelcie McCray;Tyvis Powell;Roman Harper;Central Arkansas;Undrafted;2018;9 1/2;73;Indianapolis Colts
117;Gerald Sensabaugh;S;214 lbs;;;;133,0;144,7;4,44;;;110,1;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;;0,0;;;;;0,0;0,0;;;;;;;;;46,0;;;;;;0,0;;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;37,6;;28,2;Eric Berry;Earl Wolff;David Bruton;Eric Reid;Dezmen Southward;North Carolina;5.21;2005;;73;
118;Glover Quin;S;204 lbs;4,43;7,39;102,3;119,0;124,1;4,5;11,82;9,86;99,5;17,0;29,0;19,0;;;1,0;4,0;0,0;;;0,0;1,0;0,0;;;2,0;3,0;0,0;;;0,0;0,0;;;117,3;0,0;0,0;6,0;;;0,0;0,0;1,0;;;100.0%;;87.5%;;;38,0;1,1;1,8;1,2;;;0,0;2,0;3,0;;;1,0;3,0;0,0;;;968,0;0,0;947,0;;;51,0;55,0;54,0;;;3,4;3,4;3,4;;;1,0;5,0;0,0;;;68,0;84,0;73,0;;;4,5;5,3;4,6;;;35,1;30 1/2;28,4;Reshad Jones;Trae Elston;Marqueston Huff;Marwin Evans;2009;New Mexico;4.12;9 1/8;71;;
119;Godwin Igwebuike;S;213 lbs;4,12;6,56;107,1;128,0;124,4;4,44;10,68;10,14;109,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,4;31 1/4;29,7;Dezmen Southward;Antoine Bethea;Jabrill Peppers;Darrell Stuckey;Eric Weddle;Northwestern;Undrafted;2018;9 3/4;71;
120;Ha Ha Clinton-Dix;S;208 lbs;4,16;7,16;96,1;117,0;114,6;4,58;11,32;9,95;94,5;25,0;21,0;23,0;17,0;;1,0;0,0;2,0;0,0;;0,0;0,0;1,0;2,0;;5,0;3,0;3,0;2,0;;0,0;0,0;0,0;;99,8;6,0;0,0;5,0;0,0;;6,0;0,0;1,0;0,0;;100.0%;;100.0%;100.0%;;33,0;1,6;1,3;1,4;1,1;;0,0;3,0;2,0;3,0;;1,0;0,0;0,0;0,0;;1025,0;0,0;1004,0;1021,0;;53,0;58,0;69,0;60,0;;3,3;3,6;4,3;3,8;;1,0;1,0;0,0;0,0;;78,0;79,0;92,0;77,0;;4,9;4,9;5,8;4,8;;28,1;32 3/8;27,4;Andrew Adams;Calvin Pryor;Antonio Allen;Tre Boston;Dean Marlowe;Alabama;1.21;2014;9    ;73;
121;Harold Jones-Quartey;S;215 lbs;4,33;6,78;105,9;133,0;134,5;4,75;11,11;10,06;84,5;15,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;1,0;0,0;;;;;;;;111,3;0,0;0,0;;;;0,0;0,0;;;;87.1%;;;;;40,0;1,2;;;;;0,0;0,0;;;;2,0;0,0;;;;730,0;0,0;;;;59,0;0,0;;;;4,5;;;;;2,0;0,0;;;;74,0;0,0;;;;5,7;;;;;27,5;31 1/2;30,0;Stefan McClure;Kenny Ladler;Miles Killebrew;Jairus Byrd;Jordan Dangerfield;Findlay;Undrafted;2015;9 1/2;71;
122;Harrison Smith;S;213 lbs;4,12;6,63;100,4;122,0;118,8;4,54;10,75;10,19;100,3;25,0;22,0;18,0;23,0;29,0;0,0;0,0;1,0;3,0;0,0;2,0;0,0;2,0;2,0;0,0;0,0;5,0;3,0;3,0;4,0;0,0;0,0;0,0;3,0;116,8;15,0;13,0;37,0;14,0;10,0;15,0;1,5;3,0;1,0;0,5;100.0%;;100.0%;100.0%;91.2%;34,0;1,8;1,4;1,1;1,5;2,1;0,0;7,0;3,0;8,0;5,0;2,0;2,0;6,0;2,0;2,0;893,0;0,0;998,0;982,0;914,0;66,0;58,0;65,0;60,0;43,0;4,7;3,6;4,1;4,0;3,1;2,0;6,0;6,0;3,0;2,0;91,0;80,0;83,0;83,0;72,0;6,5;5,0;5,2;5,5;5,1;32,0;32 5/8;27,3;Adrian Amos;L.J. McCray;J.J. Wilcox;John Johnson;Jamal Adams;Notre Dame;1.29;2012;10 1/4;74;Minnesota Vikings
123;Ibraheim Campbell;S;208 lbs;4,18;6,83;102,8;118,0;115,1;4,57;11,01;9,88;95,4;14,0;3,0;4,0;5,0;;0,0;0,0;1,0;1,0;;0,0;1,0;0,0;0,0;;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;;118,5;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;;57.5%;;43.5%;42.2%;;33,0;1,4;0,5;1,0;0,7;;0,0;1,0;0,0;0,0;;0,0;1,0;0,0;0,0;;399,0;0,0;260,0;431,0;;29,0;12,0;15,0;8,0;;2,9;2,0;3,8;1,1;;0,0;1,0;0,0;0,0;;43,0;15,0;19,0;13,0;;4,3;2,5;4,8;1,9;;28,7;30 3/8;29,0;Jamal Adams;Rahim Moore;Jadar Johnson;Dean Marlowe;Calvin Pryor;Northwestern;4.16;2015;10 1/4;71;Indianapolis Colts
124;Isa Abdul-Quddus;S;199 lbs;4,12;7,15;100,7;125,0;122,9;4,52;11,27;10,01;95,4;30,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;2,0;0,0;;;;;;;;124,3;2,0;0,0;;;;2,0;0,0;;;;92.3%;;;;;35,5;2,0;;;;;0,0;0,0;;;;0,0;0,0;;;;952,0;0,0;;;;47,0;0,0;;;;3,1;;;;;0,0;0,0;;;;77,0;0,0;;;;5,1;;;;;31,5;;27,0;Chris Conte;Rashad Johnson;Derrick Kindred;Rafael Bush;Matt Elam;Colorado;Undrafted;2011;;72;
125;Isaiah Johnson;S;212 lbs;4,3;7,07;96,3;115,0;109,4;4,84;11,37;9,7;77,3;0,0;0,0;5,0;;;0,0;0,0;0,0;;;0,0;1,0;1,0;;;0,0;0,0;1,0;;;0,0;0,0;;;94,2;0,0;0,0;0,0;;;0,0;0,0;0,0;;;;;56.4%;;;30,5;;0,0;0,5;;;0,0;0,0;1,0;;;0,0;0,0;0,0;;;0,0;0,0;679,0;;;0,0;0,0;40,0;;;;0,0;3,6;;;0,0;0,0;0,0;;;0,0;0,0;45,0;;;;0,0;4,1;;;28,7;32 5/8;28,7;Bradley McDougald;Damarius Travis;Tony Jefferson;Daimion Stafford;Will Parks;South Carolina;Undrafted;2016;9 3/4;72;
126;Isaiah N. Johnson;S;213 lbs;4,13;6,98;99,0;124,0;119,8;4,64;11,11;10,02;91,9;0,0;4,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;104,8;0,0;0,0;;;;0,0;0,0;;;;3.6%;;;;;34,0;0,0;4,0;;;;0,0;0,0;;;;0,0;0,0;;;;3,0;0,0;;;;0,0;1,0;;;;0,0;1,0;;;;0,0;0,0;;;;0,0;5,0;;;;0,0;5,0;;;;28,7;32 3/8;28,1;Jamal Carter;Rickey Jefferson;Winston Guy;Duke Ihenacho;Quincy Mauger;Georgia Tech;Undrafted;2015;8 5/8;73;
127;J.J. Wilcox;S;213 lbs;4,09;7,02;100,8;124,0;121,5;4,57;11,11;10,04;97,7;13,0;4,0;1,0;;;1,0;0,0;0,0;;;0,0;0,0;0,0;;;1,0;1,0;0,0;;;0,0;0,0;;;114,5;0,0;0,0;0,0;;;0,0;0,0;0,0;;;67.6%;;12.2%;;;35,0;1,0;0,7;0,3;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;;556,0;0,0;279,0;;;31,0;7,0;4,0;;;2,4;1,2;1,0;;;0,0;0,0;0,0;;;44,0;11,0;5,0;;;3,4;1,8;1,3;;;30,0;31    ;28,1;Adrian Amos;Bacarri Rambo;Johnathan Cyprien;Kavon Frazier;Vinnie Sunseri;Georgia Southern;3.18;2013;9    ;73;Atlanta Falcons
128;J.R. Reed;S;202 lbs;;;;130,0;122,8;4,54;;;95,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,9;32 1/2;26,6;Isa Abdul-Quddus;Chris Conte;Malik Hooker;Ashtyn Davis;Eddie Jackson;Georgia;Undrafted;2020;9 7/8;73;Los Angeles Rams
129;J.T. Hassell;S;200 lbs;4,26;6,84;104,9;121,0;131,9;4,49;11,1;10,24;98,4;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;0,0;0,0;128,7;;;;0,0;0,0;;;;0,0;0,0;;;;29.6%;0.0%;42,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;54,0;56,0;;;;2,0;0,0;;;;2,0;0,0;;;;0,0;0,0;;;;2,0;0,0;;;;2,0;0,0;25,5;31 3/8;27,9;Nick Scott;Jordan Lucas;Chris Prosinski;Kai Nacua;Ryan Murphy;Florida Tech;Undrafted;2019;9 5/8;71;Cleveland Browns
130;Jabrill Peppers;S;213 lbs;;;;128,0;124,4;4,46;;;107,7;0,0;15,0;28,0;32,0;26,0;0,0;0,0;0,0;3,0;1,0;0,0;0,0;2,0;0,0;1,0;0,0;1,0;1,0;1,0;1,0;0,0;0,0;0,0;0,0;;0,0;0,0;11,0;0,0;24,0;0,0;0,0;1,0;0,0;2,5;;;67.9%;100.0%;82.1%;35,5;;1,2;1,8;2,9;2,0;0,0;2,0;3,0;4,0;9,0;0,0;0,0;1,0;3,0;5,0;0,0;0,0;1126,0;709,0;850,0;0,0;40,0;49,0;46,0;50,0;;3,1;3,1;4,2;3,8;0,0;0,0;4,0;4,0;6,0;0,0;55,0;77,0;78,0;76,0;;4,2;4,8;7,1;5,8;25,3;30 3/4;29,7;Patrick Chung;Darrell Stuckey;Shawn Williams;Rashad Johnson;Derrick Kindred;Michigan;1.25;2017;9 5/8;71;New York Giants
131;Jadar Johnson;S;206 lbs;4,2;6,9;99,5;119,0;115,6;4,6;11,1;9,94;92,0;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;109,4;0,0;;;;;0,0;0,0;;;;;;;;;33,0;;;;;;0,0;;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;25,6;32    ;27,9;Antone Exum;Dean Marlowe;Calvin Pryor;Ibraheim Campbell;Andrew Adams;Clemson;Undrafted;2017;9 1/4;72;
132;Jahleel Addae;S;195 lbs;4,33;6,97;98,4;124,0;127,5;4,7;11,3;9,85;79,9;17,0;41,0;28,0;16,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;2,0;1,0;0,0;0,0;0,0;0,0;93,1;0,0;8,0;13,0;0,0;0,0;0,0;0,5;1,0;0,0;0,0;99.6%;;100.0%;56.3%;27.8%;38,5;2,1;2,6;1,8;1,1;0,2;0,0;7,0;2,0;1,0;0,0;1,0;7,0;0,0;0,0;0,0;512,0;0,0;988,0;943,0;302,0;31,0;53,0;45,0;26,0;8,0;3,9;3,3;2,8;1,7;1,6;2,0;8,0;0,0;0,0;0,0;48,0;94,0;73,0;42,0;9,0;6,0;5,9;4,6;2,8;1,8;31,0;29    ;28,0;Stefan McClure;Jordan Sterns;Deon Bush;Nat Berhe;Derron Smith;Central Michigan;Undrafted;2013;8 7/8;70;
133;Jairus Byrd;S;207 lbs;4,1;6,75;;;;4,73;10,85;9,99;82,7;27,0;1,0;;;;0,0;0,0;;;;0,0;0,0;;;;2,0;0,0;;;;0,0;;;;104,5;0,0;0,0;;;;0,0;0,0;;;;92.8%;;;;;35,0;1,8;0,2;;;;7,0;0,0;;;;1,0;0,0;;;;878,0;0,0;;;;55,0;9,0;;;;3,7;1,8;;;;2,0;0,0;;;;82,0;10,0;;;;5,5;2,0;;;;34,3;32 5/8;29,7;Sharrod Neasman;Stefan McClure;D.J. Swearinger;Tashaun Gipson;Quincy Mauger;Oregon;2.10;2009;10 1/8;70;
134;Jake Gervase;S;210 lbs;4,17;6,84;100,8;117,0;122,3;4,61;11,01;10,09;93,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,4;30    ;27,7;John Johnson;Winston Guy;Isaiah N. Johnson;Quincy Mauger;Steven Parker;Iowa;Undrafted;2019;9 1/8;73;
135;Jalen Elliott;S;205 lbs;4,3;6,87;97,1;125,0;120,3;4,8;11,17;9,86;77,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,6;31 3/4;27,8;J.J. Wilcox;Andrew Wingard;Donovan Wilson;Mark McLaurin;Mykkele Thompson;Notre Dame;Undrafted;2020;9 1/8;72;Detroit Lions
136;Jalen Mills;S;191 lbs;4,0;6,86;97,3;123,0;124,4;4,61;10,86;10,14;84,6;;;;;19,0;;;;;1,0;;;;;0,0;0,0;4,0;0,0;1,0;1,0;14,0;6,0;4,0;0,0;114,0;;;;;15,0;;;;;1,5;69.0%;80.2%;60.7%;73.1%;93.7%;37,0;;;;;1,4;;;;;2,0;;;;;1,0;;783,0;438,0;383,0;933,0;;;;;50,0;;;;;3,6;;;;;1,0;;;;;69,0;;;;;4,9;26,8;31 1/8;25,9;Alijah Holder;Marcus Epps;Deshazor Everett;Rodney McLeod;Marqui Christian;LSU;7.12;2016;9 1/8;72;Philadelphia Eagles
137;Jalen Thompson;S;186 lbs;4,16;6,98;;;;4,52;11,14;9,89;89,1;;;;11,0;3,0;;;;0,0;0,0;;;;1,0;0,0;;;;1,0;0,0;;;4,0;30,0;;;;;0,0;0,0;;;;0,0;0,0;;;;76.2%;68.4%;33,5;;;;0,9;0,8;;;;2,0;1,0;;;;0,0;0,0;;;;811,0;247,0;;;;43,0;11,0;;;;3,6;2,8;;;;0,0;0,0;;;;54,0;14,0;;;;4,5;3,5;22,5;31 1/4;26,7;Blake Countess;Kareem Jackson;Kurt Coleman;Marcus Gilchrist;Charlie Miller;Washington State;Supplemental;2019;8 3/8;70;Arizona Cardinals
138;Jamal Adams;S;214 lbs;4,13;6,96;101,1;120,0;113,6;4,56;11,09;9,96;99,0;0,0;22,0;32,0;14,0;26,0;0,0;1,0;3,0;2,0;1,0;0,0;2,0;1,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;111,1;0,0;18,0;28,0;49,0;42,0;0,0;2,0;3,5;6,5;9,5;;;100.0%;100.0%;84.4%;31,5;;1,4;2,0;1,0;2,6;0,0;6,0;10,0;6,0;2,0;0,0;7,0;8,0;4,0;3,0;0,0;0,0;1065,0;918,0;681,0;0,0;61,0;81,0;61,0;47,0;;3,8;5,1;4,4;4,7;0,0;8,0;8,0;5,0;3,0;0,0;83,0;113,0;75,0;73,0;;5,2;7,1;5,4;7,3;25,3;33 3/8;29,0;Calvin Pryor;Ibraheim Campbell;Da'Norris Searcy;Jadar Johnson;Antonio Allen;LSU;1.06;2017;9 1/4;72;Seattle Seahawks
139;Jamal Carter;S;218 lbs;4,35;7,17;100,6;122,0;120,5;4,64;11,52;9,87;94,1;0,0;2,0;;4,0;1,0;0,0;0,0;;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;;0,0;0,0;107,2;0,0;0,0;;0,0;0,0;0,0;0,0;;0,0;0,0;;;;21.2%;51.7%;35,0;;0,3;;0,6;1,0;0,0;1,0;;1,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;;443,0;60,0;0,0;6,0;;4,0;4,0;;1,0;;0,6;4,0;0,0;0,0;;0,0;0,0;0,0;8,0;;8,0;5,0;;1,3;;1,1;5,0;26,8;31    ;28,8;Rickey Jefferson;Isaiah N. Johnson;Winston Guy;Duke Ihenacho;Jarrod Wilson;Miami;Undrafted;2017;9 3/8;73;Atlanta Falcons
140;Jamarca Sanford;S;214 lbs;4,2;7,02;107,5;116,0;115,0;4,5;11,22;9,88;104,4;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;134,8;0,0;;;;;0,0;0,0;;;;;;;;;33,5;;;;;;0,0;;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;35,4;31 1/2;30,7;Marcus Maye;Patrick Chung;Earl Thomas;Matt Elam;Eddie Pleasant;Mississippi;7.22;2009;8 5/8;70;
141;Jameill Showers;S;221 lbs;4,5;7,48;;121,0;125,1;4,66;11,98;9,89;93,7;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;38,0;;;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;29,4;31 1/4;28,4;Jordan Moore;Jamal Carter;Ronald Martin;Jayron Kearse;Keanu Neal;UTEP;Undrafted;2015;9 7/8;74;
142;James Sample;S;209 lbs;4,4;7,04;96,9;123,0;116,8;4,56;11,44;9,9;96,7;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;101,1;0,0;;;;;0,0;0,0;;;;;;;;;32,5;;;;;;0,0;;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;28,6;32    ;26,8;Antonio Allen;Ha Ha Clinton-Dix;Ed Reynolds;Antone Exum;Dean Marlowe;Louisville;4.05;2015;9 1/2;74;
143;Jaquan Johnson;S;191 lbs;4,18;7,2;97,0;121,0;116,6;4,69;11,38;9,69;79,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;0,0;0,0;102,8;;;;0,0;0,0;;;;0,0;0,0;;;;81.5%;0.0%;33,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;65,0;73,0;;;;3,0;0,0;;;;3,0;0,0;;;;0,0;0,0;;;;3,0;0,0;;;;3,0;0,0;25,2;29 5/8;27,4;Phillip Thomas;Nat Berhe;Derron Smith;Jordan Sterns;Tre Sullivan;Miami;6.08;2019;8 3/4;70;Buffalo Bills
144;Jaquiski Tartt;S;221 lbs;4,3;7,08;100,7;124,0;118,1;4,53;11,38;9,93;105,0;17,0;19,0;15,0;15,0;8,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;1,0;1,0;0,0;1,0;0,0;0,0;0,0;18,0;102,0;10,0;6,0;0,0;4,0;0,0;10,0;0,5;0,0;0,5;0,0;60.0%;;86.0%;98.3%;90.9%;33,0;1,2;2,1;1,9;1,3;1,3;0,0;2,0;1,0;2,0;3,0;1,0;2,0;2,0;0,0;1,0;573,0;0,0;508,0;701,0;375,0;32,0;35,0;27,0;29,0;18,0;2,3;3,9;3,4;2,4;3,0;1,0;3,0;2,0;1,0;1,0;49,0;54,0;42,0;44,0;26,0;3,5;6,0;5,3;3,7;4,3;29,0;32 3/8;29,2;Bacarri Rambo;Darian Stewart;Kavon Frazier;Johnathan Cyprien;Jeff Heath;Samford;2.14;2015;9 7/8;73;San Francisco 49ers
