;Full Name;Position;Weight;20-Yard Shuttle;3-Cone Drill;40-Yard Dash;Agility Score;Athleticism Score;Bench Press;Broad Jump;Burst Score;Height-adjusted Speed Score;Assisted Tackles (2016);Assisted Tackles (2017);Assisted Tackles (2018);Assisted Tackles (2019);Assisted Tackles (2020);Batted Passes (2016);Batted Passes (2017);Batted Passes (2018);Batted Passes (2019);Batted Passes (2020);Forced Fumbles (2016);Forced Fumbles (2017);Forced Fumbles (2018);Forced Fumbles (2019);Forced Fumbles (2020);Fumble Recoveries (2016);Fumble Recoveries (2017);Fumble Recoveries (2018);Fumble Recoveries (2019);Fumble Recoveries (2020);Playmaking Radius;Run Stuffs (2016);Run Stuffs (2017);Run Stuffs (2018);Run Stuffs (2019);Run Stuffs (2020);SPARQ-x;Sack Yards (2016);Sack Yards (2017);Sack Yards (2018);Sack Yards (2019);Sack Yards (2020);Speed Score;Vertical Jump;Assisted Tackles Per Game (2016);Assisted Tackles Per Game (2017);Assisted Tackles Per Game (2018);Assisted Tackles Per Game (2019);Assisted Tackles Per Game (2020);Pass Break-ups (2018);Pass Break-ups (2019);Pass Break-ups (2020);Sacks (2016);Sacks (2017);Sacks (2018);Sacks (2019);Sacks (2020);Snap Share (2014);Snap Share (2016);Snap Share (2017);Snap Share (2018);Snap Share (2019);Snap Share (2020);Snaps (2016);Snaps (2017);Snaps (2018);Snaps (2019);Snaps (2020);Solo Tackles (2016);Solo Tackles (2017);Solo Tackles (2018);Solo Tackles (2019);Solo Tackles (2020);Solo Tackles Per Game (2016);Solo Tackles Per Game (2017);Solo Tackles Per Game (2018);Solo Tackles Per Game (2019);Solo Tackles Per Game (2020);Tackles For Loss (2016);Tackles For Loss (2017);Tackles For Loss (2018);Tackles For Loss (2019);Tackles For Loss (2020);Total Tackles (2016);Total Tackles (2017);Total Tackles (2018);Total Tackles (2019);Total Tackles (2020);Total Tackles Per Game (2016);Total Tackles Per Game (2017);Total Tackles Per Game (2018);Total Tackles Per Game (2019);Total Tackles Per Game (2020);Age;Arm Length;BMI;Best Comparable Player (1);Best Comparable Player (2);Best Comparable Player (3);Best Comparable Player (4);Best Comparable Player (5);College;Draft Pick;Draft Year;Hand Size;Height (Inches);Team
0;A'Shawn Robinson;DL;322 lbs;4,74;7,8;5,2;12,54;100,6;22,0;106,0;97,2;;8,0;21,0;18,0;11,0;6,0;0,0;0,0;0,0;3,0;1,0;0,0;1,0;1,0;1,0;0,0;0,0;0,0;1,0;2,0;0,0;9,74;5,0;5,0;2,0;2,0;0,0;93,2;5,0;9,0;8,0;9,0;0,0;88,1;26,0;0,5;1,4;1,4;0,9;1,0;0,0;0,0;0,0;2,0;0,5;1,0;1,5;0,0;;42.3%;70.3%;53.6%;61.7%;19.2%;409,0;686,0;774,0;802,0;386,0;22,0;31,0;30,0;30,0;3,0;1,4;2,1;2,3;2,5;0,5;5,0;5,0;2,0;2,0;0,0;30,0;52,0;48,0;41,0;9,0;1,9;3,5;3,7;3,4;1,5;25,9;34 1/2;41,3;Montori Hughes;Cam Thomas;DaQuan Jones;Lavon Hooks;D.J. Reader;Alabama;2.15;2016;10 1/2;74;Los Angeles Rams
1;A.J. Francis;DL;337 lbs;4,58;7,45;5,24;12,03;102,3;24,0;112,0;105,3;;0,0;17,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;10,07;0,0;1,0;;;;105,6;0,0;0,0;;;;89,4;29,0;;2,8;;;;;;;0,0;0,0;;;;;;39.5%;;;;0,0;165,0;;;;0,0;2,0;;;;;0,3;;;;0,0;1,0;;;;0,0;19,0;;;;;3,2;;;;30,7;33 1/2;40,0;Paul Soliai;John Jenkins;Eddie Goldman;Cam Thomas;Jordan Phillips;Maryland;Undrafted;2013;9 1/2;77;
2;Aaron Donald;DL;285 lbs;4,39;7,11;4,68;11,5;111,2;35,0;115,0;111,9;115,7;14,0;11,0;23,0;23,0;18,0;0,0;0,0;1,0;2,0;1,0;2,0;5,0;4,0;2,0;3,0;0,0;1,0;2,0;1,0;1,0;10,38;11,0;7,0;9,0;10,0;4,0;144,6;62,0;95,0;187,0;82,0;87,0;118,8;32,0;0,9;0,8;1,4;1,4;1,5;0,0;0,0;0,0;8,0;11,0;20,5;12,0;12,5;;79.5%;81.4%;94.9%;88.9%;80.1%;828,0;741,0;962,0;1057,0;748,0;33,0;29,0;35,0;24,0;21,0;2,1;2,1;2,2;1,5;1,8;12,0;7,0;9,0;11,0;4,0;47,0;40,0;58,0;47,0;39,0;2,9;2,9;3,6;2,9;3,3;29,7;32 5/8;37,6;Geno Atkins;Connor Wujciak;Frostee Rucker;Xavier Cooper;Louis Trinca-Pasat;Pittsburgh;1.13;2014;9 7/8;73;Los Angeles Rams
3;Abdullah Anderson;DL;303 lbs;4,68;7,38;5,17;12,06;102,2;32,0;106,0;104,0;;;;;1,0;;;;;0,0;;;;;0,0;;;;;0,0;;10,0;;;;0,0;;117,3;;;;8,0;;84,8;30,0;;;;0,3;;;0,0;;;;;1,0;;;;;;40.6%;;;;;180,0;;;;;3,0;;;;;1,0;;;;;0,0;;;;;4,0;;;;;1,3;;25,0;32 5/8;37,9;Akeem Spence;Devaroe Lawrence;JoJo Wicker;Treyvon Hester;Zaycoven Henderson;Bucknell;Undrafted;2018;10 3/8;75;Chicago Bears
4;Abry Jones;DL;313 lbs;4,94;7,83;5,06;12,77;100,7;30,0;101,0;95,6;;6,0;7,0;10,0;16,0;6,0;0,0;0,0;2,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;9,79;5,0;1,0;4,0;2,0;0,0;107,1;0,0;14,0;0,0;13,0;0,0;95,5;26,5;0,5;0,5;0,8;1,1;1,2;0,0;0,0;0,0;0,0;1,0;1,0;2,0;0,0;;51.8%;51.3%;54.5%;56.9%;50.6%;442,0;445,0;793,0;885,0;314,0;26,0;23,0;20,0;13,0;2,0;2,0;1,6;1,5;0,9;0,4;5,0;1,0;6,0;2,0;0,0;32,0;30,0;30,0;29,0;8,0;2,5;2,1;2,3;2,1;1,6;29,4;35    ;39,1;Jarvis Jenkins;Bennie Logan;Caleb Brantley;Malcolm Brown;Kenny Clark;Georgia;Undrafted;2013;9 3/4;75;Jacksonville Jaguars
5;Adam Butler;DL;293 lbs;4,9;7,51;5,28;12,41;94,7;23,0;101,0;99,0;;0,0;10,0;9,0;10,0;16,0;;;2,0;4,0;2,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,4;0,0;1,0;2,0;2,0;2,0;88,8;0,0;20,0;22,0;49,0;21,0;75,4;28,5;;1,0;0,8;0,9;1,6;0,0;0,0;0,0;0,0;2,0;3,0;6,0;3,0;;;45.9%;36.6%;56.3%;45.4%;0,0;297,0;688,0;675,0;625,0;0,0;8,0;9,0;14,0;12,0;;0,8;0,8;1,3;1,2;0,0;1,0;3,0;2,0;2,0;0,0;18,0;18,0;24,0;28,0;;1,8;1,6;2,2;2,8;26,8;32 1/4;35,7;Matthew Godin;Tyson Jackson;Kendall Langford;Sterling Bailey;Jihad Ward;Vanderbilt;Undrafted;2017;9 3/4;76;New England Patriots
6;Adam Gotsis;DL;287 lbs;;;;;;23,0;;;;10,0;16,0;15,0;9,0;17,0;0,0;0,0;6,0;2,0;2,0;0,0;0,0;2,0;0,0;1,0;1,0;1,0;1,0;0,0;0,0;;0,0;3,0;2,0;2,0;4,0;;0,0;4,0;17,0;0,0;0,0;;;1,0;1,1;1,0;1,3;1,3;0,0;0,0;0,0;0,0;1,0;3,0;0,0;0,0;;27.0%;55.8%;50.8%;48.7%;51.3%;183,0;466,0;969,0;466,0;864,0;4,0;23,0;22,0;7,0;17,0;0,4;1,6;1,5;1,0;1,3;0,0;3,0;2,0;2,0;4,0;14,0;39,0;37,0;16,0;34,0;1,4;2,8;2,5;2,3;2,6;28,4;34 1/8;34,9;Mike Bennett;Devaroe Lawrence;Shakir Soto;Ricky Jean-Francois;Mehdi Abdesmad;Georgia Tech;2.32;2016;10 3/4;76;Jacksonville Jaguars
7;Adolphus Washington;DL;301 lbs;4,79;8,06;5,17;12,85;94,9;21,0;99,0;95,4;;12,0;18,0;4,0;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;;9,75;2,0;5,0;0,0;;;88,7;16,0;6,0;8,0;;;84,3;27,0;1,3;1,5;1,0;;;0,0;;;2,5;1,0;1,0;;;;34.2%;53.5%;35.8%;;;204,0;430,0;293,0;;;9,0;15,0;4,0;;;1,0;1,3;1,0;;;2,0;5,0;0,0;;;21,0;33,0;8,0;;;2,3;2,8;2,0;;;28,2;34 1/2;37,6;Brandon Mebane;Anthony Johnson;Will Sutton;Nazair Jones;Carlos Watkins;Ohio State;3.17;2016;9 7/8;75;
8;Ahtyba Rubin;DL;315 lbs;5,0;8,05;5,2;13,05;101,4;35,0;106,0;100,6;;16,0;8,0;;;;0,0;0,0;;;;2,0;0,0;;;;0,0;0,0;;;;9,7;5,0;0,0;;;;117,5;9,0;0,0;;;;86,2;28,0;1,1;0,9;;;;;;;1,0;0,0;;;;;60.3%;23.7%;;;;540,0;130,0;;;;21,0;7,0;;;;1,5;0,8;;;;6,0;0,0;;;;37,0;15,0;;;;2,6;1,7;;;;34,5;34 1/2;39,4;Brian Price;Carlos Watkins;Ondre Pipkins;Kyle Love;Woodrow Hamilton;Iowa State;6.24;2008;10 1/4;75;
9;Akeem Spence;DL;307 lbs;4,72;7,82;5,15;12,54;106,2;37,0;107,0;104,5;;11,0;20,0;18,0;4,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;9,84;2,0;3,0;3,0;0,0;0,0;129,5;1,0;22,0;10,0;0,0;0,0;87,3;30,0;1,2;1,3;1,4;0,3;1,3;0,0;0,0;12,0;0,5;2,0;2,0;0,0;0,0;;38.6%;64.2%;64.6%;40.2%;27.6%;206,0;626,0;841,0;754,0;203,0;8,0;19,0;23,0;14,0;2,0;0,9;1,3;1,8;1,2;0,7;2,0;4,0;3,0;0,0;0,0;19,0;39,0;41,0;18,0;6,0;2,1;2,6;3,2;1,5;2,0;29,2;33 1/2;40,5;Jarran Reed;Khyri Thornton;Brandon Thompson;Matt Ioannidis;Elijah Qualls;Illinois;4.03;2013;10    ;73;
10;Akiem Hicks;DL;318 lbs;4,86;7,75;5,21;12,61;99,3;26,0;108,0;107,6;;21,0;14,0;17,0;0,0;19,0;0,0;0,0;4,0;0,0;1,0;2,0;0,0;3,0;0,0;1,0;1,0;2,0;0,0;1,0;1,0;10,07;7,0;8,0;6,0;0,0;6,0;104,0;49,0;59,0;69,0;8,0;27,0;86,3;31,5;1,3;0,9;1,1;0,0;1,5;0,0;0,0;0,0;7,0;8,5;7,5;1,0;3,5;;91.7%;83.2%;77.1%;58.9%;75.9%;929,0;835,0;1012,0;333,0;855,0;31,0;39,0;36,0;10,0;26,0;1,9;2,4;2,3;2,0;2,0;7,0;8,0;7,0;0,0;7,0;52,0;53,0;53,0;10,0;45,0;3,3;3,3;3,3;2,0;3,5;31,2;35 1/8;37,7;Deon Simon;Carl Davis;Davon Godchaux;Vernon Butler;Rickey Hatley;Regina;3.26;2012;10 1/4;77;Chicago Bears
11;Al Woods;DL;309 lbs;4,67;7,45;5,15;12,12;102,5;23,0;109,0;117,4;;4,0;26,0;15,0;16,0;;0,0;0,0;1,0;0,0;;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;2,0;;10,46;2,0;7,0;3,0;3,0;;108,2;0,0;7,0;0,0;5,0;;87,9;37,0;0,5;1,9;1,2;1,2;;0,0;57,0;;0,0;1,0;0,0;1,0;;;33.8%;55.5%;43.2%;51.8%;;177,0;497,0;837,0;853,0;;14,0;18,0;8,0;15,0;;1,8;1,3;0,6;1,2;;2,0;7,0;3,0;3,0;;18,0;44,0;23,0;31,0;;2,3;3,1;1,8;2,4;;33,9;36    ;37,6;David Onyemata;Destiny Vaeao;Rakeem Nunez-Roches;Mike Purcell;Larry Ogunjobi;Louisiana State;4.25;2010;11    ;76;Jacksonville Jaguars
12;Alan Branch;DL;324 lbs;4,79;7,56;5,07;12,35;101,4;33,0;107,0;100,3;;25,0;1,0;;;;0,0;0,0;;;;1,0;0,0;;;;0,0;0,0;;;;10,03;8,0;2,0;;;;119,5;1,0;0,0;;;;98,1;27,5;1,6;0,2;;;;;;;1,5;0,0;;;;;62.3%;40.3%;;;;624,0;164,0;;;;23,0;11,0;;;;1,4;1,8;;;;8,0;2,0;;;;48,0;12,0;;;;3,0;2,0;;;;36,1;34 1/8;37,4;Deandre Coleman;Star Lotulelei;Cam Thomas;Angelo Blackson;Michael Brockers;Michigan;2.01;2007;10    ;78;
13;Albert Huggins;DL;305 lbs;4,84;7,84;5,12;12,68;100,0;35,0;101,0;93,9;;;;;3,0;;;;;0,0;;;;;0,0;;;;;0,0;;9,7;;;;0,0;;117,2;;;;0,0;;88,8;25,5;;;;1,0;;;0,0;;;;;0,0;;;;;;16.9%;;;;;172,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;;3,0;;;;;1,0;;23,6;33 1/2;38,1;Brandon Mebane;Ricky Jean-Francois;Deandre Coleman;Abry Jones;Nazair Jones;Clemson;Undrafted;2019;10 5/8;75;Houston Texans
14;Andrew Billings;DL;311 lbs;4,82;8,05;5,05;12,87;106,6;31,0;113,0;103,3;;0,0;4,0;9,0;16,0;;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;;9,62;0,0;5,0;5,0;4,0;;112,7;0,0;0,0;18,0;13,0;;95,6;27,5;;0,5;0,8;1,2;;0,0;0,0;;0,0;0,0;2,5;1,0;;;;44.8%;61.2%;67.7%;;0,0;258,0;804,0;858,0;;0,0;9,0;22,0;18,0;;;1,1;1,8;1,4;;0,0;5,0;5,0;4,0;;0,0;13,0;31,0;34,0;;;1,6;2,6;2,6;;25,9;33    ;42,2;DeShawn Williams;Roy Miller;Brandon Thompson;Akeem Spence;Jarran Reed;Baylor;4.24;2016;10    ;72;Cleveland Browns
15;Andrew Brown;DL;296 lbs;4,48;7,51;5,03;11,99;101,0;31,0;101,0;98,1;;;;;5,0;1,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;10,1;;;;0,0;0,0;119,3;;;;0,0;4,0;92,5;28,0;;;;0,7;0,5;;0,0;0,0;;;;0,0;1,0;;;;;44.3%;14.1%;;;;479,0;135,0;;;;9,0;1,0;;;;1,3;0,5;;;;0,0;0,0;;;;14,0;2,0;;;;2,0;1,0;25,1;34 1/2;37,0;Kyle Williams;Terrell McClain;Ryan Glasgow;Corey Liuget;Kaleb Eulls;Virginia;5.21;2018;9 3/8;75;Cincinnati Bengals
16;Andrew Williams;DL;294 lbs;4,69;7,82;5,43;12,51;89,6;25,0;93,0;86,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,1;34 3/4;35,8;Christian Tupou;Chas Alecxih;Brandon Dunn;Ricky Jean-Francois;Nazair Jones;Auburn;Undrafted;2019;10 5/8;76;
17;Angelo Blackson;DL;318 lbs;4,57;7,5;5,02;12,07;101,4;20,0;101,0;103,2;;5,0;3,0;7,0;12,0;9,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;10,2;2,0;0,0;1,0;2,0;2,0;102,2;0,0;0,0;7,0;0,0;13,0;100,1;31,0;0,7;0,5;0,5;1,1;0,9;0,0;0,0;0,0;0,0;0,0;1,0;0,0;2,0;;23.8%;37.1%;40.9%;46.7%;47.4%;108,0;137,0;889,0;692,0;702,0;4,0;6,0;18,0;6,0;12,0;0,6;1,0;1,3;0,5;1,2;3,0;0,0;1,0;2,0;2,0;9,0;9,0;25,0;18,0;21,0;1,3;1,5;1,8;1,6;2,1;28,2;33 3/4;38,7;Jerel Worthy;Stacy McGee;Ego Ferguson;Arthur Jones;Pat Sims;Auburn;4.01;2015;9 3/4;76;Houston Texans
18;Anthony Johnson;DL;308 lbs;4,83;7,93;5,24;12,76;95,6;20,0;101,0;92,2;;7,0;1,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;9,54;0,0;0,0;;;;83,1;0,0;0,0;;;;81,7;24,5;1,4;1,0;;;;;;;0,0;0,0;;;;;28.9%;9.4%;;;;94,0;5,0;;;;4,0;0,0;;;;0,8;0,0;;;;0,0;0,0;;;;11,0;1,0;;;;2,2;1,0;;;;28,0;33    ;39,5;Brandon Mebane;Austin Johnson;Adolphus Washington;Brandon Dunn;Richard Ash;LSU;Undrafted;2014;10 3/8;74;
19;Antwaun Woods;DL;318 lbs;;;5,05;;;;104,0;98,8;;1,0;0,0;20,0;13,0;16,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;;0,0;0,0;2,0;1,0;0,0;;0,0;0,0;3,0;0,0;10,0;97,8;27,5;1,0;;1,3;1,3;1,5;0,0;58,0;80,0;0,0;0,0;1,5;0,0;1,0;;33.8%;;63.1%;50.9%;47.5%;25,0;0,0;927,0;635,0;730,0;2,0;0,0;14,0;9,0;7,0;2,0;;0,9;0,9;0,6;0,0;0,0;2,0;1,0;0,0;3,0;0,0;34,0;22,0;23,0;3,0;;2,3;2,2;2,1;28,1;31    ;43,1;Justin Hamilton;Pat Sims;D.J. Jones;Elijah Qualls;Jerel Worthy;USC;Undrafted;2016;9 5/8;72;Dallas Cowboys
20;Arik Armstead;DL;292 lbs;4,53;7,57;5,1;12,1;96,5;24,0;117,0;116,3;;9,0;9,0;19,0;24,0;18,0;0,0;0,0;0,0;2,0;2,0;1,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;1,0;0,0;10,38;2,0;3,0;2,0;3,0;2,0;108,3;5,0;9,0;19,0;84,0;28,0;86,3;34,0;1,3;1,8;1,2;1,5;1,4;0,0;0,0;0,0;2,5;1,5;3,0;10,0;3,5;10.9%;56.3%;66.2%;59.3%;80.9%;69.6%;281,0;229,0;1025,0;974,0;790,0;6,0;7,0;29,0;29,0;25,0;0,9;1,4;1,8;1,8;1,9;2,0;3,0;3,0;3,0;2,0;15,0;16,0;48,0;53,0;43,0;2,1;3,2;3,0;3,3;3,3;27,2;33    ;32,9;Derek Wolfe;Joel Heath;Josh Mauro;Chris Wormley;Oregon;1.17;2015;10 1/2;79;San Francisco 49ers;
21;Armon Watts;DL;300 lbs;;;5,23;;;20,0;;;;;;;6,0;17,0;;;;1,0;0,0;;;;1,0;0,0;;;;0,0;0,0;;;;;0,0;0,0;;;;;12,0;4,0;80,2;;;;;1,0;1,3;;36,0;59,0;;;;1,5;0,5;;;;;26.3%;31.9%;;;;433,0;840,0;;;;6,0;11,0;;;;1,0;0,8;;;;0,0;0,0;;;;12,0;28,0;;;;2,0;2,2;24,5;33 3/8;35,6;Dalvin Tomlinson;Vincent Taylor;Matt Dickerson;Stacy McGee;Rodney Gunter;Arkansas;6.17;2019;9 5/8;77;Minnesota Vikings
22;Arthur Jones;DL;320 lbs;;;5,06;;;30,0;;;;15,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;1,0;0,0;;;;;0,0;0,0;;;;97,6;;2,1;;;;;;;;0,0;0,0;;;;;61.8%;;;;;273,0;0,0;;;;15,0;0,0;;;;2,1;;;;;1,0;0,0;;;;30,0;0,0;;;;4,3;;;;;34,7;35 1/4;40,0;Deandre Coleman;Nile Lawrence-Stample;Quinton Dial;Rodney Coe;Josh Tupou;Syracuse;5.26;2010;10 1/4;75;
23;Austin Johnson;DL;314 lbs;4,75;7,84;5,32;12,59;95,0;25,0;96,0;92,2;;7,0;11,0;14,0;13,0;8,0;0,0;0,0;2,0;1,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;9,69;1,0;2,0;1,0;1,0;1,0;95,4;6,0;0,0;6,0;0,0;8,0;78,4;26,0;0,9;0,8;1,1;1,2;0,8;0,0;0,0;0,0;0,5;1,0;1,0;0,0;1,0;;29.0%;30.9%;41.8%;36.6%;18.2%;148,0;284,0;804,0;732,0;659,0;7,0;12,0;9,0;10,0;7,0;0,9;0,9;0,7;0,9;0,7;1,0;2,0;1,0;1,0;1,0;14,0;23,0;23,0;23,0;15,0;1,8;1,6;1,8;2,1;1,5;26,7;32 3/4;38,2;Anthony Johnson;Taylor Stallworth;Richard Ash;Joshua Frazier;Darius Kilgo;Penn State;2.12;2016;9 7/8;76;New York Giants
24;Aziz Shittu;DL;288 lbs;4,52;7,52;5,46;12,04;96,9;31,0;102,0;101,2;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;9,91;0,0;0,0;;;;112,1;0,0;0,0;;;;64,8;29,5;;;;;;;;;0,0;0,0;;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;26,5;33 3/4;37,0;Tanzel Smart;Tom Johnson;Steve McLendon;Shakir Soto;Ricky Jean-Francois;Stanford;Undrafted;2016;10 3/8;74;
25;B.J. Hill;DL;311 lbs;4,53;7,28;4,99;11,81;105,0;35,0;101,0;95,6;;;;24,0;21,0;13,0;;;2,0;0,0;1,0;;;0,0;0,0;0,0;;;0,0;0,0;0,0;10,03;;;3,0;4,0;1,0;129,1;;;40,0;11,0;9,0;100,3;26,5;;;1,7;1,4;1,3;0,0;0,0;0,0;;;5,5;1,0;1,0;;;;60.5%;48.8%;32.3%;;;926,0;992,0;672,0;;;23,0;11,0;13,0;;;1,6;0,7;1,3;;;3,0;5,0;1,0;;;47,0;32,0;26,0;;;3,4;2,1;2,6;24,8;33    ;38,9;Muhammad Wilkerson;Marcus Hardison;Kyle Williams;Jaye Howard;Jared Odrick;NC State;3.05;2018;10 5/8;75;New York Giants
26;B.J. Raji;DL;337 lbs;4,69;7,9;5,12;12,59;109,2;33,0;103,0;105,9;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;9,91;0,0;0,0;;;;128,0;0,0;0,0;;;;98,1;32,0;;;;;;;;;0,0;0,0;;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;34,6;32    ;43,3;Haloti Ngata;Vincent Valentine;Dan Williams;Cam Thomas;Phil Taylor;Boston College;1.09;2009;10 3/8;74;
27;Beau Allen;DL;327 lbs;4,5;7,27;5,3;11,77;105,0;30,0;104,0;104,7;;15,0;9,0;7,0;8,0;;0,0;0,0;0,0;0,0;;0,0;1,0;0,0;0,0;;1,0;0,0;0,0;0,0;;10,07;4,0;4,0;2,0;1,0;;120,0;7,0;5,0;0,0;7,0;;82,9;31,0;1,3;0,9;0,6;1,0;;0,0;0,0;;0,5;1,0;0,0;0,5;;;43.6%;43.2%;44.4%;18.7%;;323,0;268,0;754,0;539,0;;14,0;11,0;13,0;2,0;;1,2;1,1;1,1;0,3;;5,0;4,0;2,0;1,0;;29,0;20,0;20,0;10,0;;2,4;2,0;1,7;1,3;;29,2;32 1/8;40,9;Domata Peko;A.J. Francis;Angelo Blackson;Eddie Goldman;Robert Thomas;Wisconsin;7.09;2014;10 1/8;75;New England Patriots
28;Benito Jones;DL;316 lbs;5,27;8,21;5,26;13,48;;;;;;;;;;2,0;;;;;0,0;;;;;0,0;;;;;0,0;9,33;;;;;1,0;;;;;;0,0;82,6;26,5;;;;;1,0;;;0,0;;;;;0,0;;;;;;18.3%;;;;;126,0;;;;;0,0;;;;;0,0;;;;;1,0;;;;;2,0;;;;;1,0;23,2;32 7/8;41,7;Array;Mississippi;Undrafted;2020;9 3/4;73;Miami Dolphins;;;;
29;Bennie Logan;DL;309 lbs;4,67;7,53;5,08;12,2;102,4;30,0;104,0;94,5;91,6;8,0;18,0;10,0;;;0,0;0,0;0,0;;;2,0;0,0;0,0;;;0,0;0,0;0,0;;;9,83;5,0;8,0;1,0;;;109,6;15,0;10,0;0,0;;;92,8;25,0;0,8;1,3;0,9;;;0,0;;;2,5;1,5;0,0;;;;59.2%;60.8%;25.6%;;;357,0;565,0;695,0;;;16,0;33,0;4,0;;;1,6;2,4;0,4;;;5,0;8,0;1,0;;;24,0;51,0;14,0;;;2,4;3,6;1,3;;;31,1;34    ;39,7;Jarvis Jenkins;Abry Jones;Kawann Short;Gabe Wright;Jurrell Casey;LSU;3.05;2013;10 1/4;74;
30;Bilal Nichols;DL;306 lbs;4,49;7,45;4,95;11,94;104,1;29,0;112,0;107,9;;;;8,0;13,0;23,0;;;0,0;1,0;1,0;;;2,0;0,0;0,0;;;1,0;1,0;0,0;10,23;;;4,0;1,0;2,0;121,2;;;37,0;0,0;43,0;101,9;30,5;;;0,7;1,1;1,8;0,0;0,0;0,0;;;3,0;0,0;5,0;;;;38.4%;55.2%;56.5%;;;756,0;779,0;859,0;;;20,0;14,0;15,0;;;1,7;1,2;1,2;;;5,0;1,0;3,0;;;28,0;27,0;38,0;;;2,3;2,3;2,9;24,4;33 3/8;37,2;Willie Henry;Patrick Ricard;Julius Warmsley;Chris Wormley;Eddie Vanderdoes;Delaware;5.08;2018;10 1/4;76;Chicago Bears
31;Bobby Richardson;DL;283 lbs;4,41;7,57;5,16;11,98;97,9;24,0;106,0;108,3;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;10,25;0,0;0,0;;;;107,4;0,0;0,0;;;;79,8;32,5;;;;;;;;;0,0;0,0;;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;28,2;34 5/8;35,4;Taniela Tupou;Joel Heath;Christian Covington;Josh Banks;Shelby Harris;Indiana;Undrafted;2015;11    ;75;
32;Brandon Dunn;DL;300 lbs;4,87;7,66;5,21;12,53;95,7;21,0;85,0;92,7;;0,0;11,0;11,0;18,0;15,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;9,79;0,0;3,0;4,0;1,0;0,0;89,3;0,0;0,0;0,0;3,0;0,0;81,4;29,5;0,0;1,0;1,1;1,5;1,3;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;40.0%;46.0%;41.3%;40.9%;51.5%;24,0;309,0;634,0;778,0;798,0;2,0;15,0;14,0;9,0;10,0;2,0;1,4;1,4;0,8;0,8;0,0;3,0;4,0;1,0;0,0;2,0;26,0;25,0;27,0;25,0;2,0;2,4;2,5;2,3;2,1;28,4;32 7/8;38,5;Brandon Mebane;Garrison Smith;Chas Alecxih;Cedric Thornton;Anthony Johnson;Louisville;Undrafted;2014;10 1/4;74;Houston Texans
33;Brandon Mebane;DL;309 lbs;4,65;7,94;5,15;12,59;100,1;24,0;106,0;93,8;;5,0;18,0;25,0;11,0;;0,0;0,0;1,0;0,0;;0,0;0,0;1,0;0,0;;0,0;0,0;0,0;0,0;;9,58;4,0;2,0;2,0;0,0;;95,2;10,0;0,0;4,0;5,0;;87,9;24,0;0,6;1,5;2,3;0,8;;0,0;0,0;;1,0;0,0;1,0;1,0;;;55.4%;55.5%;54.0%;55.8%;;289,0;387,0;708,0;737,0;;17,0;12,0;16,0;15,0;;2,1;1,0;1,5;1,2;;4,0;2,0;2,0;0,0;;22,0;30,0;41,0;26,0;;2,8;2,5;3,7;2,0;;36,1;33    ;40,8;Brandon Dunn;Anthony Johnson;Sylvester Williams;Cedric Thornton;Adolphus Washington;California;3.21;2007;10 5/8;73;
